words;count;idf;tf
aisles;1;1;0
aitchison;2;2;1
aitken;2;2;1
aiyah;1;1;0
aizenberg;1;1;0
aj;15;15;6
aja;1;1;1
ajab;2;2;0
ajanlaskun;1;1;0
ajanta;1;1;0
ajax;1;1;0
ajay;1;1;0
ajcn;1;1;0
aje;1;1;0
ajit;1;1;0
ajk;1;1;1
ajlun;1;1;0
ajnr;1;1;0
ajodhia;1;1;0
ajon;2;2;1
ajuran;1;1;0
ak;6;6;0
aka;4;4;2
akadama;1;1;1
akademi;3;3;0
akademia;1;1;0
akademiai;1;1;0
akademie;5;5;1
akademii;2;2;0
akahane;1;1;0
akaike;1;1;0
akamatsu;2;2;1
akan;1;1;0
akatarawa;1;1;0
akatsuki;1;1;1
akbar;4;4;3
akbari;1;1;1
akcie;1;1;0
akemi;1;1;1
aken;1;1;0
akenuwa;1;1;0
aker;1;1;1
akhaten;1;1;1
akhil;1;1;0
akhtar;3;3;3
aki;1;1;0
akihiko;2;2;1
akiko;1;1;0
akin;11;11;4
akira;3;3;1
akitoshi;1;1;1
akiyama;1;1;1
akizumi;3;3;1
akkadian;3;3;1
akkerhuis;1;1;0
akkreditierungsrat;1;1;0
akopyants;1;1;1
akritas;1;1;0
akrotiri;3;3;1
akshardham;1;1;0
aksiyadorlik;1;1;0
akstinat;1;1;0
aksum;1;1;1
aksumite;1;1;0
akt;2;2;1
akten;2;2;2
aktinos;1;1;0
aktsionerne;1;1;0
aktsionerno;1;1;0
aktsionernoye;1;1;0
aktsiyanernaye;1;1;0
aktzii;1;1;0
akuntan;1;1;0
akure;1;1;1
akurgal;1;1;1
al;54;54;19
ala;7;7;3
alab;1;1;0
alabama;7;7;5
alada;1;1;1
alagille;1;1;1
alagoas;1;1;0
alain;6;6;2
alakbarov;1;1;0
alam;5;5;5
alamanni;3;3;1
alamannic;1;1;0
alamgir;2;2;1
alamgiri;1;1;1
alamo;2;2;1
alamos;7;7;5
alan;74;74;26
alanine;1;1;1
alaniz;1;1;0
alanna;1;1;0
alans;3;3;0
alaric;1;1;0
alarming;1;1;1
alasdair;1;1;0
alaska;12;12;2
alaskan;7;7;3
alastair;5;5;2
alauddin;1;1;1
alazab;1;1;0
alb;1;1;0
alba;2;2;1
albala;1;1;0
alban;5;5;4
albani;1;1;0
albania;4;4;3
albanialanguages;1;1;1
albanian;8;8;6
albans;1;1;0
albany;2;2;0
albatross;1;1;1
albatrosses;1;1;0
albe;1;1;0
albedo;8;8;3
albedos;1;1;1
albeit;24;24;14
alberi;1;1;0
albers;1;1;0
albert;61;61;21
alberta;3;3;1
"alberta
";1;1;1
alberti;2;2;0
albertii;1;1;1
alberto;13;13;3
alberts;3;3;0
albertsen;1;1;0
albertus;3;3;0
albian;1;1;0
albic;2;2;0
albicans;2;2;1
albigensian;1;1;0
albingia;1;1;0
albinus;2;2;1
albion;2;2;1
albis;1;1;0
albizzi;1;1;0
alboglabra;1;1;0
albone;1;1;0
albosignatus;1;1;0
albr;1;1;1
albrecht;9;9;1
albret;1;1;1
albula;1;1;0
album;17;17;9
albumen;1;1;0
albuminous;1;1;0
albums;9;9;6
albumsthe;1;1;1
albuquerque;1;1;0
albus;1;1;0
alcalophilus;1;1;1
alcamo;1;1;0
alcanzado;1;1;0
alcatel;1;1;1
alcazaba;1;1;0
alcestis;1;1;1
alchemical;4;4;1
alchemist;2;2;0
alchemists;5;5;4
alchemy;8;8;3
alcheringa;1;1;1
alciatus;1;1;0
alcl;1;1;1
alcohol;32;32;10
alcoholic;18;18;8
alcohols;10;10;4
alcoholysis;1;1;0
alcott;1;1;1
alcove;2;2;1
alcoves;1;1;1
alcuin;1;1;0
aldeas;1;1;0
aldeguer;1;1;1
aldehyde;1;1;0
aldehydes;1;1;0
aldeias;1;1;0
alden;4;4;0
aldenhoven;2;2;1
alder;1;1;0
alderac;1;1;1
alderley;1;1;0
aldermen;1;1;1
aldhelm;1;1;0
aldine;2;2;0
aldiss;1;1;1
aldo;4;4;2
aldous;2;2;1
aldred;1;1;1
aldrich;1;1;1
aldridge;1;1;0
aldrin;1;1;0
aldriss;1;1;1
aldrovanda;1;1;0
aldrovandi;2;2;0
aldus;1;1;0
ale;1;1;0
aleatoric;1;1;0
alec;2;2;1
alectrol;1;1;0
alee;1;1;1
aleem;1;1;0
alegre;1;1;0
aleister;1;1;0
alejandra;1;1;0
alejandro;7;7;3
alekbarova;1;1;0
aleksander;1;1;0
alekseyevich;1;1;0
alelem;1;1;0
alemanni;2;2;0
alemannia;1;1;0
alemannic;7;7;2
alen;1;1;0
alena;1;1;0
alencar;1;1;0
alenia;1;1;1
aleph;1;1;0
aleramici;1;1;1
alerces;1;1;0
alert;7;7;3
alerted;2;2;0
alerting;2;2;1
alerts;1;1;1
ales;1;1;1
alesha;1;1;0
alessandra;1;1;0
alessandri;1;1;0
alessandro;9;9;4
alessi;1;1;1
aleta;1;1;0
aletsch;2;2;1
aleukia;1;1;0
aleutian;2;2;1
alex;19;19;10
alexander;61;61;28
alexanderplatz;1;1;1
alexandra;5;5;2
alexandre;16;16;6
alexandria;13;13;4
alexandrian;6;6;2
alexandrians;1;1;0
alexandrine;2;2;0
alexey;3;3;1
alexia;1;1;0
alexios;1;1;0
alexiou;1;1;1
alexis;5;5;2
alexopoulos;1;1;0
alf;1;1;1
alfabetismo;1;1;0
alfajores;1;1;0
alfalah;1;1;1
alfalfa;4;4;0
alfograf;1;1;1
alfons;1;1;0
alfonsina;2;2;0
alfonsine;1;1;0
alfonso;5;5;1
alford;1;1;0
alfragani;1;1;1
alfred;53;53;27
alfredian;1;1;1
alfredo;4;4;3
alga;10;10;4
algae;31;31;15
algaebase;1;1;1
algal;15;15;8
algarves;1;1;0
algebra;4;4;1
algebrahidden;1;1;0
algebraic;5;5;2
algemeen;1;1;0
algeo;1;1;1
alger;2;2;1
algeresque;1;1;0
algeria;7;7;1
algerialanguages;1;1;1
algerian;4;4;1
algerians;1;1;0
algiers;2;2;2
"algiers
";1;1;0
algol;1;1;0
algonquian;2;2;2
algonquin;2;2;1
algora;2;2;1
algorithm;1;1;0
algorithmic;2;2;0
algorithms;12;12;6
algorithmseaster;1;1;0
alhacen;1;1;0
alhazen;4;4;1
ali;28;28;16
alia;4;4;1
aliam;1;1;0
alianza;1;1;0
alias;1;1;0
aliasing;1;1;0
alibar;1;1;1
alice;13;13;4
alicia;4;4;1
alida;1;1;0
alien;17;17;7
alienated;2;2;1
alienates;1;1;0
alienation;1;1;1
aliens;2;2;1
aligarh;1;1;1
alighieri;1;1;0
align;7;7;3
aligned;18;18;8
aligning;1;1;1
alignment;11;11;4
alignments;4;4;1
aligns;4;4;3
alike;6;6;2
alimentarius;2;2;0
alimentary;6;6;0
alimentos;1;1;0
alina;1;1;1
alinda;1;1;1
alipala;1;1;1
aliphatic;2;2;1
aliquot;3;3;0
alisa;1;1;1
alisdair;1;1;1
alisha;1;1;0
alismatales;3;3;2
alismatanae;2;2;1
alismatids;1;1;1
aliso;6;6;2
alison;6;6;2
alistair;5;5;1
alister;1;1;0
alit;1;1;0
alive;12;12;5
alkali;17;17;9
alkalic;2;2;1
alkaline;23;23;13
alkalinity;1;1;0
alkaliphilic;1;1;1
alkalis;1;1;0
alkalischen;1;1;0
alkaloid;4;4;0
alkaloids;5;5;1
alkane;2;2;1
alkenes;3;3;0
alkhas;1;1;0
alkohol;2;2;0
alkoxide;1;1;0
alkyl;8;8;3
alkylamines;1;1;0
alkylate;1;1;0
alkylating;2;2;1
alkylation;5;5;2
alkyls;1;1;1
alkynes;1;1;0
alla;3;3;1
allaby;2;2;1
allah;2;2;1
allahabad;1;1;1
allahdad;1;1;1
allama;2;2;2
allan;13;13;8
allant;1;1;0
allard;1;1;1
allaway;2;2;0
allaying;1;1;0
allchin;1;1;0
allday;1;1;0
alldeutsche;1;1;0
allee;1;1;0
allegations;2;2;2
alleged;13;13;4
allegedly;7;7;2
alleghenian;2;2;0
allegheniense;1;1;0
allegheny;2;2;1
allegiance;8;8;3
allegiances;1;1;0
allegoria;1;1;0
allegorical;6;6;1
allegorically;1;1;0
allegory;6;6;3
allegro;2;2;0
allele;3;3;1
alleles;5;5;2
allelic;1;1;1
allelopathic;1;1;1
allen;34;34;14
allende;2;2;0
alleni;1;1;1
allentown;1;1;0
aller;1;1;0
allergen;4;4;1
allergens;2;2;0
allergic;10;10;5
allergies;7;7;2
allergy;6;6;2
allers;1;1;0
allerton;1;1;1
alles;1;1;0
alleviate;4;4;1
alleviated;3;3;1
alleviating;1;1;0
alleviation;1;1;0
alley;2;2;0
alleys;2;2;1
allgemeine;9;9;2
allia;1;1;1
alliaceae;4;4;2
alliaceous;3;3;2
alliance;25;25;10
alliances;9;9;3
allie;2;2;2
allieae;3;3;1
allied;31;31;17
allies;21;21;8
alliodeae;2;2;1
allioideae;3;3;1
allison;4;4;1
alliterative;1;1;0
allium;4;4;2
alliums;1;1;0
allobrogi;1;1;0
allocate;4;4;2
allocated;18;18;8
allocates;1;1;0
allocation;9;9;5
allocations;2;2;1
allocaudata;1;1;0
allochtonous;1;1;0
allodial;1;1;0
allogamous;1;1;0
allograft;1;1;1
allografts;1;1;1
allomorphs;1;1;1
allopatric;1;1;0
allophane;1;1;0
allophone;5;5;3
allophones;5;5;2
allophony;1;1;0
allopolyploid;1;1;0
allotment;1;1;1
allotments;1;1;1
allotrope;4;4;1
allotropes;7;7;4
allotropic;4;4;2
allotropy;1;1;0
allotted;7;7;4
allow;142;142;55
allowable;3;3;1
allowance;5;5;2
allowances;5;5;0
allowed;124;124;42
allowing;105;105;41
allows;116;116;52
alloy;7;7;3
alloyed;4;4;3
alloying;3;3;1
alloys;16;16;7
allspice;1;1;0
allude;7;7;2
alluded;5;5;2
alludes;4;4;2
alluding;3;3;1
allumette;1;1;1
allure;1;1;0
allusive;1;1;0
alluvial;19;19;8
alluvium;4;4;2
allworth;1;1;1
ally;5;5;3
allyl;2;2;1
allylic;1;1;0
allyn;7;7;3
allyson;1;1;0
alm;1;1;0
alma;4;4;1
almaas;1;1;0
almagest;2;2;0
almagro;1;1;0
almanac;17;17;4
almanack;1;1;0
almanacs;1;1;0
almansorum;1;1;1
almaz;1;1;1
almdudler;1;1;1
almendra;1;1;0
almer;1;1;1
almighty;4;4;1
almond;6;6;4
almonds;1;1;1
almonte;1;1;0
alms;1;1;0
alnico;1;1;1
alocasia;1;1;1
aloe;1;1;1
aloft;3;3;0
alois;1;1;0
alok;1;1;0
alongside;53;53;26
alonso;2;2;0
alonzo;1;1;0
alora;1;1;1
alors;1;1;0
aloy;1;1;1
aloys;3;3;1
aloysius;2;2;1
alp;1;1;0
alpaca;1;1;0
alpacas;2;2;1
alpanschluss;1;1;0
alpe;2;2;1
alpen;1;1;0
alpenrose;1;1;0
alpes;2;2;1
alpha;32;32;13
alphabet;25;25;12
alphabetgreek;1;1;1
alphabetic;4;4;2
alphabetical;10;10;3
alphabetically;4;4;3
alphabetized;1;1;0
alphabets;3;3;1
alphagallileo;1;1;0
alphanos;1;1;0
alphanumeric;2;2;0
alphanumerical;2;2;0
alpheios;1;1;0
alpheus;1;1;1
alphonse;5;5;1
alphonsine;1;1;0
alphonsus;1;1;0
alpi;1;1;0
alpide;1;1;0
alpilles;1;1;1
alpin;1;1;1
alpina;1;1;0
alpine;27;27;11
alpinism;1;1;0
alpins;1;1;0
alps;11;11;2
alpsecology;1;1;0
alpsmountain;1;1;0
alrededor;1;1;0
alroy;1;1;0
als;9;9;4
alsace;2;2;0
alsacerivers;1;1;0
alsatian;1;1;0
alsatians;2;2;0
alsep;1;1;0
alsi;1;1;0
alsina;1;1;0
alsos;1;1;1
alston;1;1;1
alstroemeriae;2;2;1
alt;3;3;1
alta;3;3;3
altaic;2;2;1
altaid;1;1;0
altamira;4;4;2
altamirano;1;1;0
altar;6;6;1
altarpiece;2;2;0
altarpieces;1;1;0
altars;2;2;0
altaussee;1;1;0
altay;1;1;0
altdorfer;1;1;0
alte;2;2;1
alten;2;2;2
altenhofen;1;1;1
alter;28;28;8
altera;2;2;1
alteration;16;16;5
alterations;9;9;5
altered;43;43;18
altering;14;14;4
altermann;1;1;1
alternaria;1;1;1
alternate;34;34;15
alternated;2;2;1
alternately;7;7;2
alternates;5;5;1
alternating;28;28;13
alternatingly;1;1;1
alternation;7;7;6
alternations;1;1;1
alternative;116;116;44
alternatively;13;13;3
alternatives;17;17;8
alters;4;4;1
altersmasstab;1;1;1
alterthums;1;1;1
altertum;1;1;1
altertumskunde;1;1;1
altes;1;1;1
altgermanischen;1;1;1
altgr;1;1;1
althea;1;1;0
althochdeutschen;1;1;1
altholz;1;1;0
altimeter;4;4;2
altimetry;1;1;1
altiplano;4;4;1
altitude;31;31;12
altitudes;16;16;7
altitudinal;3;3;0
altius;1;1;0
altman;2;2;0
alto;2;2;0
altogether;11;11;5
alton;1;1;0
altpress;1;1;1
altruism;1;1;0
altruistic;2;2;0
aluku;1;1;0
alum;4;4;2
alumen;1;1;0
alumina;7;7;5
aluminium;32;32;14
aluminiumrocket;1;1;1
aluminized;1;1;1
aluminothermic;1;1;1
aluminous;1;1;0
aluminum;16;16;9
alumium;1;1;1
alumni;2;2;1
alumnisuicides;1;1;1
alumniuniversity;1;1;1
alumnus;3;3;1
alums;1;1;1
alun;2;2;0
alva;1;1;1
alvar;1;1;0
alvarez;2;2;0
alvaro;1;1;1
alveolar;9;9;4
alveolata;1;1;1
alveoli;1;1;0
alvin;3;3;0
alwaleed;1;1;0
alwd;1;1;0
alwyn;1;1;1
alyson;1;1;1
alyssa;1;1;1
alyssum;1;1;0
alzheimer;3;3;1
alzheimers;1;1;1
ama;1;1;0
amacom;1;1;0
amadeus;3;3;2
amado;1;1;1
amalananda;1;1;0
amalgam;3;3;2
amalgamated;2;2;1
amalgamating;1;1;1
amalgamation;3;3;2
amalgamations;1;1;1
amalgams;2;2;0
amalia;1;1;0
amana;1;1;0
amanat;1;1;1
amancio;1;1;0
amand;1;1;0
amanda;11;11;3
amandine;1;1;0
amando;1;1;1
amangu;1;1;0
amanita;6;6;3
amanitas;1;1;1
amanitiforme;1;1;0
amann;2;2;0
amants;1;1;1
amar;3;3;0
amaranth;2;2;2
amarill;1;1;0
amarillo;1;1;0
amarna;1;1;0
amartya;1;1;0
amaryllidaceae;2;2;1
amaryllidaceaous;1;1;0
amaryllidaceous;1;1;1
amaryllideae;2;2;1
amaryllidoideae;1;1;0
amaryllids;2;2;1
amaryllis;3;3;1
amassed;4;4;1
amata;1;1;0
amateur;12;12;7
amateurs;4;4;1
amatoxins;2;2;1
amavadin;1;1;0
amaya;1;1;0
amazed;2;2;0
amazes;1;1;0
amazing;7;7;3
amazon;12;12;3
amazonas;1;1;0
amazonia;1;1;1
amazonian;4;4;0
amazonic;1;1;1
amazonis;1;1;0
amb;3;3;1
ambaidas;1;1;1
ambala;1;1;0
ambassade;1;1;0
ambassador;6;6;3
ambassadors;4;4;2
ambedkar;1;1;1
amber;14;14;5
amberg;2;2;1
amberger;1;1;0
ambers;1;1;0
ambiance;1;1;0
ambibarii;1;1;0
ambience;2;2;2
ambient;27;27;13
ambiguities;7;7;5
ambiguity;12;12;5
ambiguous;15;15;7
ambiguously;1;1;1
ambiorix;1;1;0
ambit;1;1;1
ambition;2;2;0
ambitions;6;6;1
ambitious;10;10;5
ambitiously;1;1;1
ambivalence;2;2;1
ambivalent;1;1;0
ambix;1;1;0
ambler;1;1;0
amblypygi;2;2;1
amblypygids;1;1;0
ambo;1;1;1
amboise;1;1;0
ambondro;1;1;1
amborella;1;1;0
amborellales;1;1;1
amboy;1;1;0
ambrogio;1;1;0
ambrones;1;1;0
ambrose;1;1;0
ambrosia;1;1;0
ambrosio;1;1;0
ambrosius;1;1;1
ambrosone;1;1;1
ambuchanania;1;1;1
ambuja;1;1;0
ambulance;4;4;2
ambulocetus;1;1;0
ambush;2;2;1
ambushed;2;2;0
ambystoma;1;1;0
amds;1;1;0
ame;3;3;2
ameba;1;1;1
amebae;1;1;1
amebas;1;1;0
amebe;1;1;1
amebic;1;1;0
amebocyte;1;1;0
amebozoa;1;1;0
amedeo;4;4;0
amelia;2;2;0
amelungsborn;1;1;0
amemiya;1;1;0
amen;1;1;0
amenable;4;4;2
amend;4;4;3
amended;15;15;7
amending;1;1;0
amendment;14;14;5
amendments;16;16;4
amendola;1;1;0
amenemhat;1;1;1
amenemhatankh;1;1;0
amenhotep;2;2;0
ament;1;1;1
amer;3;3;1
amerali;1;1;1
amerallium;1;1;0
amereon;1;1;0
ameretat;1;1;0
america;134;134;50
americabiodiversity;1;1;0
americabritish;1;1;1
americadeserts;2;2;1
americafederal;2;2;0
americaflora;2;2;1
americafungi;1;1;0
americahidden;1;1;0
americainvasive;1;1;0
americamember;1;1;0
american;317;317;122
americana;13;13;4
americanism;1;1;1
americanisms;2;2;1
americanist;1;1;1
americano;3;3;0
americans;38;38;13
americas;30;30;10
americastates;2;2;0
americatrees;1;1;1
americi;1;1;0
americium;1;1;1
americo;1;1;0
americus;2;2;0
amerigo;4;4;0
amerika;1;1;0
amerikaans;1;1;0
amerike;1;1;0
amerindian;7;7;1
amerindians;2;2;1
amerongen;1;1;0
ames;6;6;4
amesz;1;1;1
"amherst
";1;1;1
amia;1;1;1
amicable;1;1;0
amiche;1;1;0
amici;1;1;0
amicum;1;1;1
amid;12;12;6
amide;1;1;0
amides;2;2;0
amidst;4;4;2
amiens;2;2;1
amiga;1;1;1
amigo;1;1;1
amiko;1;1;1
amiloidosi;1;1;0
amin;1;1;0
amina;1;1;1
amination;1;1;0
amine;6;6;1
amines;7;7;0
amino;46;46;14
aminoacid;1;1;0
aminoacyl;1;1;0
amir;4;4;3
amiruddin;1;1;0
amirzadah;1;1;0
amis;1;1;0
amish;3;3;1
amit;1;1;1
amita;1;1;1
amitav;1;1;1
amitochondrial;1;1;1
amitochondriate;1;1;1
amity;3;3;1
amla;1;1;0
amman;2;2;1
ammianus;2;2;1
ammirati;3;3;1
ammon;2;2;0
ammonia;31;31;14
ammonical;1;1;0
ammonite;2;2;1
ammonites;5;5;3
ammonium;16;16;7
ammonoids;2;2;0
ammunition;5;5;3
amnesia;1;1;0
amnesty;6;6;1
amnh;1;1;0
amnion;1;1;0
amniote;3;3;2
amniotes;5;5;1
amniotic;3;3;1
amo;1;1;0
amoco;1;1;0
amoeba;5;5;3
amoebas;1;1;0
amoebic;1;1;1
amoebidiales;1;1;0
amoeboid;4;4;2
amoeboids;1;1;1
amoebozoa;1;1;1
amoebozoahidden;1;1;1
amoebozoans;1;1;1
amoebulae;1;1;0
amon;2;2;0
amor;3;3;2
amorgos;1;1;0
amorim;2;2;0
amorphous;6;6;4
amors;1;1;1
amos;4;4;3
amounted;9;9;4
amounting;9;9;3
amounts;124;124;60
amour;1;1;0
amoureux;1;1;0
ampatuan;1;1;1
ampeloprasum;1;1;0
ampere;1;1;0
amphibia;1;1;0
amphibian;12;12;2
amphibians;17;17;5
amphibious;5;5;1
amphibole;2;2;1
amphiboles;1;1;0
amphibolite;1;1;1
amphidromic;1;1;0
amphilestes;1;1;1
amphioxus;2;2;1
amphiphiles;2;2;1
amphiphilic;1;1;1
amphiprion;1;1;1
amphitheater;3;3;3
amphitheaters;1;1;1
amphitheatre;1;1;0
amphitherium;1;1;1
amphora;1;1;0
amphoteric;7;7;6
amphotericin;1;1;1
ample;10;10;3
amplification;3;3;1
amplified;5;5;1
amplify;4;4;1
amplifying;1;1;1
amplitude;7;7;3
amplitudes;2;2;1
amply;1;1;1
ampulla;1;1;1
amputate;1;1;1
amputation;1;1;0
amr;1;1;0
ams;4;4;2
amsler;1;1;0
amsterdam;12;12;2
"amsterdam
";1;1;0
amstetten;1;1;1
amt;1;1;1
amthor;1;1;1
amtliches;1;1;1
amtrak;1;1;0
amtus;1;1;1
amusement;9;9;4
amusing;1;1;1
amy;12;12;6
amyciaea;1;1;1
amyes;1;1;0
amygdala;1;1;0
amyl;1;1;0
amylase;1;1;1
amylocorticiales;1;1;0
amylocystis;1;1;0
amyloid;3;3;1
amyloidogenic;1;1;1
amyloidosis;2;2;0
amyloidosishidden;1;1;0
amylostereum;1;1;0
amyot;1;1;0
amyotrophic;1;1;0
ana;10;10;4
anabaena;1;1;0
anabaptism;1;1;1
anabaptist;2;2;1
anabolic;4;4;3
anabolism;3;3;1
anabranches;1;1;0
anacamptis;1;1;0
anachronistically;1;1;0
anadarko;1;1;0
anadolu;1;1;1
anaemia;1;1;1
anaerobacter;1;1;0
anaerobe;2;2;1
anaerobes;4;4;2
anaerobic;24;24;9
anaesth;1;1;1
anaesthesia;1;1;0
anaesthetists;1;1;1
anafi;1;1;0
anagnostopoulos;1;1;0
anagnostopoulou;2;2;2
anagram;1;1;1
anaheim;1;1;0
anahuac;1;1;0
anais;1;1;0
anal;5;5;4
analavos;1;1;0
anales;1;1;0
analisis;1;1;0
analizy;1;1;1
analog;10;10;4
analogical;2;2;1
analogies;4;4;1
analogique;1;1;1
analogous;33;33;15
analogs;6;6;2
analogue;11;11;6
analogues;8;8;5
analogy;19;19;14
analyn;1;1;1
analyse;11;11;4
analysed;10;10;3
analysers;1;1;0
analyses;38;38;13
analysing;4;4;0
analysis;173;173;63
analysise;1;1;1
analysisestimation;3;3;0
analysisstatistical;1;1;1
analysize;1;1;1
analyst;3;3;1
analysts;7;7;2
analytic;5;5;4
analytical;33;33;13
analytically;2;2;0
analytics;2;2;0
analyze;20;20;8
analyzed;27;27;8
analyzer;1;1;0
analyzers;1;1;0
analyzes;4;4;1
analyzing;27;27;7
anamorph;1;1;0
anamorphic;2;2;0
anamorphs;1;1;0
anand;1;1;0
ananias;1;1;0
anansi;1;1;0
anantapur;1;1;1
anaphase;1;1;1
anaphylactic;2;2;1
anaplasma;2;2;2
anapsids;1;1;0
anarchist;4;4;2
anarchy;7;7;2
anasazi;1;1;1
anastasia;2;2;2
anastasius;1;1;0
anastomosed;1;1;1
anastomosis;2;2;0
anastomotic;1;1;0
anat;2;2;1
anathaan;1;1;0
anathana;1;1;0
anatol;2;2;1
anatole;4;4;0
anatolia;6;6;1
anatolian;6;6;3
anatolius;1;1;0
anatoliy;1;1;0
anatoly;5;5;3
anatome;1;1;0
anatomia;1;1;1
anatomic;4;4;1
anatomica;3;3;1
anatomicae;1;1;1
anatomical;30;30;7
anatomically;12;12;4
anatomicarum;1;1;1
anatomie;2;2;1
anatomies;1;1;0
anatomiques;1;1;1
anatomist;5;5;0
anatomists;7;7;2
anatomistsbelgian;1;1;1
anatomy;49;49;21
anatomyanatomical;2;2;0
anatomyanimal;1;1;1
anatomybranches;1;1;1
anatomygerm;1;1;0
anatomyhidden;4;4;1
anatomyhistory;2;2;1
anatomylists;2;2;0
anatomymedical;1;1;1
anatomymuscular;1;1;0
anatomymushroom;1;1;1
anatomyplant;4;4;0
anaximander;1;1;0
anaximenes;1;1;0
anc;1;1;0
anceps;1;1;0
ancestor;46;46;21
ancestors;40;40;14
ancestral;47;47;24
ancestry;28;28;9
anchor;15;15;4
anchorage;3;3;0
anchored;10;10;3
anchoress;1;1;0
anchoring;5;5;1
anchors;1;1;0
ancien;7;7;2
anciens;1;1;0
ancient;230;230;88
anciently;3;3;3
ancients;7;7;5
ancillary;7;7;1
ancistrocladaceae;2;2;0
ancona;1;1;1
ancora;1;1;0
ancud;1;1;0
"and
";1;1;0
andalusia;2;2;2
andalusian;2;2;1
andalusite;1;1;0
andaman;6;6;3
andante;1;1;0
andare;1;1;0
andean;13;13;3
anderen;1;1;0
anderer;1;1;1
andernach;1;1;1
anders;9;9;5
andersen;1;1;1
anderson;16;16;7
andersson;1;1;0
anderton;1;1;1
andes;12;12;2
andesite;2;2;1
andesitic;2;2;1
andesmountain;1;1;0
andesregions;1;1;0
andhra;11;11;6
andi;1;1;0
andia;1;1;0
andic;1;1;0
andiette;1;1;0
andon;1;1;1
andorra;1;1;0
andorralanguages;1;1;0
andrada;1;1;0
andrade;1;1;1
andras;1;1;0
andraws;1;1;0
andre;9;9;4
andrea;22;22;11
andreae;1;1;0
andreaeobryopsida;1;1;1
andreas;21;21;7
andrei;1;1;1
andrej;1;1;0
andres;5;5;2
andrew;67;67;28
andrews;4;4;2
andrewsarchus;3;3;1
andrey;3;3;2
andreyevich;1;1;0
andrie;1;1;1
andries;3;3;2
androctonus;1;1;0
androgen;2;2;2
android;3;3;2
androids;2;2;1
andrology;2;2;1
andromeda;6;6;2
andronicus;1;1;1
andronovo;1;1;1
androsace;1;1;0
androuet;1;1;0
andrzej;2;2;1
andy;11;11;4
anecdotal;3;3;2
anecdote;1;1;1
anees;1;1;1
aneja;1;1;1
anelosimus;1;1;1
anemia;4;4;2
anemone;3;3;2
anemones;2;2;1
anesthesia;1;1;1
anesthetic;1;1;1
anestis;1;1;0
aneta;1;1;1
anette;2;2;0
aneulophus;1;1;1
anew;2;2;1
angel;8;8;4
angela;7;7;5
angeles;24;24;12
"angeles
";1;1;0
angelico;2;2;0
angelicvm;1;1;0
angelika;1;1;0
angeliki;1;1;1
angelique;1;1;0
angelis;1;1;1
angeln;1;1;1
angelo;3;3;1
angels;4;4;1
angelus;1;1;1
anger;5;5;2
angered;3;3;1
angering;1;1;0
angers;2;2;2
angevin;1;1;0
angewandte;6;6;1
angina;3;3;1
angiogenesis;1;1;0
angiography;1;1;0
angiologyhidden;1;1;0
angioplasty;1;1;0
angiosperm;22;22;6
angiospermae;1;1;0
angiosperms;16;16;5
angiospermsplant;1;1;0
angiotensin;1;1;1
angkor;4;4;2
angkorian;1;1;1
anglais;1;1;1
angle;48;48;18
anglerfish;1;1;0
angles;23;23;8
angley;1;1;1
anglia;3;3;2
angliae;1;1;1
anglian;3;3;0
anglic;1;1;1
anglican;7;7;3
anglicanism;1;1;1
anglicans;3;3;0
anglicisation;3;3;1
anglicised;3;3;2
anglicism;1;1;1
anglicized;4;4;2
anglicizing;1;1;0
angling;1;1;0
anglo;1;1;0
anglophone;4;4;3
angola;2;2;1
angolaethnic;1;1;1
angolan;1;1;0
angostura;1;1;0
angraecum;1;1;0
angrapa;1;1;1
angry;3;3;1
angstrom;1;1;1
angstroms;4;4;1
angular;33;33;12
angulomicrobium;1;1;0
angulosum;1;1;0
angus;7;7;0
angustifolia;2;2;0
anhand;1;1;1
anheuser;1;1;1
anhydrase;1;1;1
anhydrides;2;2;0
anhydrite;1;1;1
anhydrous;6;6;1
ani;1;1;1
anicetus;1;1;0
anicius;1;1;0
aniconism;1;1;0
anies;1;1;0
anik;1;1;0
anil;4;4;1
aniline;2;2;0
anima;1;1;1
animal;128;128;46
animalcula;2;2;1
animalia;7;7;3
animalista;1;1;1
animalium;1;1;1
animals;139;139;59
animated;15;15;5
animating;3;3;0
animation;12;12;5
animations;3;3;2
animaux;1;1;1
anime;5;5;2
animist;2;2;2
animos;1;1;0
animositas;1;1;0
animosity;2;2;1
anindita;1;1;0
anion;12;12;4
anionic;4;4;2
anions;9;9;3
anipahan;1;1;0
anis;1;1;1
aniseed;1;1;0
anisogamy;1;1;1
anisotropic;4;4;0
anisotropy;2;2;0
anita;4;4;1
anja;1;1;0
anjou;2;2;1
anke;1;1;0
anketell;1;1;1
ankie;1;1;0
ankle;5;5;0
ankles;2;2;1
ankou;1;1;0
anlagenbauer;1;1;0
anlong;1;1;1
anmol;3;3;2
ann;37;37;15
anna;19;19;5
annabelle;1;1;1
annalen;10;10;6
annaler;2;2;0
annales;11;11;9
annalistic;1;1;1
annals;33;33;10
annan;1;1;0
annand;1;1;1
annandale;1;1;1
annatto;1;1;0
anne;21;21;6
annealing;1;1;1
annectent;1;1;0
annelid;2;2;0
annelida;2;2;1
annelids;2;2;1
annemarie;3;3;3
annette;1;1;0
annex;13;13;6
annexation;10;10;3
annexe;2;2;0
annexed;22;22;6
annexing;3;3;1
